num	section	title	size	wave	files	acceptance
176	8	Truncation honesty on a capped track	XS	2	web/components/ReplayTruncationNotice.tsx|web/components/ReplayTruncationNotice.test.tsx	Says Replay covers the first N minutes when the cap was hit
177	8	Replay on the wall for the class debrief	S	4	web/app/(app)/walls/replay/page.tsx|web/components/walls/ReplayWall.tsx	The replay fills the wall with large transport controls
178	8	Two pupils replayed side by side	M	4	web/components/ReplayCompare.tsx	Two tracks scrubbed on one playhead
179	8	Export a replay as video or GIF	L	4	web/lib/replay-export.ts	Produces a file from the reconstructed frames
180	8	Replay with the camera clip synced	L	4	web/lib/replay-clip-sync.ts	Clip time and track time advance together
181	8	Bookmark during replay	S	4	web/components/ReplayBookmarkButton.tsx	A moment spotted afterwards is written to the lesson
182	8	Annotate a replay frame	M	4	web/lib/replay-annotation.ts|web/components/ReplayAnnotation.tsx	A note pinned to a moment and a craft
183	8	Share one replay moment	M	4	web/lib/replay-share.ts	A moment can be exported as a still with its caption
184	8	Speed slider sized for the wall	XS	4	web/components/walls/ReplaySpeedSlider.tsx	Large enough to use from across the room
185	8	Heat map of where craft actually flew	M	4	web/lib/replay-heatmap.ts|web/components/ReplayHeatmap.tsx	Density of positions over the lesson drawn on the Scope window
186	8	Search the track for where a craft was	M	4	web/lib/replay-search.ts|web/components/ReplaySearch.tsx	Given a time, states where each craft was
187	9	Term summary	M	4	web/lib/term-summary.ts|web/components/TermSummary.tsx	Deepens the one-sentence weekly digest into a term view
188	9	Charts for incidents and readiness over time	M	4	web/lib/report-series.ts|web/components/ReportCharts.tsx	Two series over the chosen range, readable in print
189	9	CSV export of lessons and incidents	S	1	web/lib/reports-csv.ts|web/lib/reports-csv.test.ts|web/components/ReportsCsvButton.tsx|web/components/ReportsCsvButton.test.tsx	Downloads a CSV a spreadsheet opens cleanly, quoting names with commas
190	9	Reliability trend rather than today's ranking	M	4	web/lib/reliability-trend.ts|web/components/ReliabilityTrend.tsx	Shows direction over time, not only the current order
191	9	Lifetime hours per craft	S	1	web/lib/craft-lifetime-hours.ts|web/lib/craft-lifetime-hours.test.ts|web/components/CraftLifetimeHours.tsx|web/components/CraftLifetimeHours.test.tsx	Accumulated airborne hours per craft across every closed lesson
192	9	Report filters for range craft and pupil	M	4	web/lib/report-filters.ts|web/components/ReportFilters.tsx	Filters apply to every section of Reports
193	9	Incident categories	S	1	web/lib/incident-categories.ts|web/lib/incident-categories.test.ts|web/components/IncidentCategorySelect.tsx|web/components/IncidentCategorySelect.test.tsx	A fixed vocabulary; records written before it stay readable
194	9	Two lessons compared side by side	M	4	web/components/LessonCompare.tsx	Same fields, two columns
195	9	One-page printable lesson summary	S	1	web/components/LessonOnePager.tsx|web/components/LessonOnePager.test.tsx	Fits one page with paper tokens under @media print
196	9	Share a report as a file	S	1	web/lib/report-share.ts|web/lib/report-share.test.ts|web/components/ReportShareButton.tsx|web/components/ReportShareButton.test.tsx	Downloads a self-contained file; sends nothing anywhere
197	9	Report template per school	M	4	web/lib/report-template.ts|web/components/ReportTemplatePanel.tsx	Heading and footer text configurable
198	9	School logo on the report	S	1	web/lib/report-logo.ts|web/lib/report-logo.test.ts|web/components/ReportLogoPanel.tsx|web/components/ReportLogoPanel.test.tsx	A local image appears on printed reports only
199	9	Signature line for the Teacher	XS	1	web/components/ReportSignatureLine.tsx|web/components/ReportSignatureLine.test.tsx	A ruled signature and date line that prints
200	9	Weekly report scheduled for Friday	M	4	web/lib/report-schedule.ts|web/components/ReportSchedulePanel.tsx	A reminder, not an email; the board sends nothing
201	9	Configurable automatic post-lesson PDF	S	1	web/lib/auto-pdf-setting.ts|web/lib/auto-pdf-setting.test.ts|web/components/AutoPdfSettingToggle.tsx|web/components/AutoPdfSettingToggle.test.tsx	The existing automatic PDF can be turned off and its default is stated
202	9	Archive browser for old reports	M	4	web/components/ReportArchive.tsx	Older lessons than the summary shows, paged
203	9	Search every lesson	M	4	web/lib/lesson-search.ts|web/components/LessonSearch.tsx	Free-text search over labels, incidents and notes
204	9	Tags on lessons	S	1	web/lib/lesson-tags.ts|web/lib/lesson-tags.test.ts|web/components/LessonTagsField.tsx|web/components/LessonTagsField.test.tsx	Tags stored on the record and filterable
205	9	Filter by exercise	S	4	web/lib/exercise-filter.ts	Reports narrowed to one exercise
206	9	Attendance rate per class	M	4	web/lib/attendance-rate.ts|web/components/AttendanceRate.tsx	Present over expected across the term
207	9	Flight hours per class	S	4	web/lib/class-flight-hours.ts	Total airborne hours per class
208	9	Incident rate per hundred flights	M	4	web/lib/incident-rate.ts|web/components/IncidentRate.tsx	A normalised rate rather than a raw count
209	9	Most and least reliable craft called out in words	S	1	web/lib/reliability-callout.ts|web/lib/reliability-callout.test.ts|web/components/ReliabilityCallout.tsx|web/components/ReliabilityCallout.test.tsx	Two sentences naming the extremes with their numbers
210	9	Cost per flight hour	M	4	web/lib/cost-per-hour.ts	Derived from purchase price and hours, when both are known
211	9	Battery cost tracking	M	4	web/lib/battery-cost.ts	Spend on packs over time
212	9	Export shaped for the school MIS	L	4	web/lib/mis-export.ts	A documented column layout a school system can ingest
213	9	Anonymised export for sharing	M	4	web/lib/anonymised-export.ts	Pupil names replaced with stable ids
214	9	Retention policy with automatic purge	M	4	web/lib/retention-policy.ts|web/components/RetentionPolicyPanel.tsx	Records older than the set period are removed, after a confirm
215	10	A page per pupil	L	4	web/app/(app)/students/[studentId]/page.tsx|web/components/StudentDetailScreen.tsx	History, incidents and hours for one pupil
216	10	Skill checklist per pupil	M	4	web/lib/skill-checklist.ts|web/components/SkillChecklist.tsx	A fixed list of classroom skills, tickable per pupil
217	10	Progress chart across the term	M	4	web/lib/pupil-progress.ts|web/components/PupilProgressChart.tsx	One series per pupil over the term
218	10	Milestones for first solo and clean landings	M	4	web/lib/pupil-milestones.ts|web/components/PupilMilestones.tsx	Milestones derived from records, never awarded by hand
219	10	Rotation fairness across lessons	M	4	web/lib/rotation-fairness.ts|web/components/RotationFairness.tsx	Shows who has flown which craft and suggests the next pairing
220	10	Table map to craft assignment	M	4	web/lib/table-map.ts|web/components/TableMapPanel.tsx	A room layout that assigns by seat
221	10	Attendance over time	S	1	web/lib/attendance-history.ts|web/lib/attendance-history.test.ts|web/components/AttendanceHistory.tsx|web/components/AttendanceHistory.test.tsx	Per-pupil present and absent counts from the records already kept
222	10	Report card PDF per pupil	M	4	web/lib/pupil-report-card.ts|web/components/PupilReportCardButton.tsx	One page per pupil, printable without browser chrome
223	10	Notes per pupil	S	1	web/lib/pupil-notes.ts|web/lib/pupil-notes.test.ts|web/components/PupilNotesField.tsx|web/components/PupilNotesField.test.tsx	Free-text notes per StudentRecord, mirroring how craft notes already work
224	10	Teams assigned to a craft	M	4	web/lib/teams.ts|web/components/TeamsPanel.tsx	A group of pupils shares one craft
225	10	Pupil QR badges	M	4	web/lib/pupil-qr.ts|web/components/PupilQrSheet.tsx	Printable badges that assign on scan
226	10	Roster CSV import	S	1	web/lib/roster-csv.ts|web/lib/roster-csv.test.ts|web/components/RosterCsvImport.tsx|web/components/RosterCsvImport.test.tsx	Validates before writing; a malformed file changes nothing and says why
227	10	Class list printed for a cover teacher	S	1	web/components/ClassListPrint.tsx|web/components/ClassListPrint.test.tsx	Names and craft, printable, paper tokens under @media print
228	10	Move a pupil between classes	S	4	web/lib/pupil-move-class.ts	Reassigns without losing history
229	10	Several classes on one laptop	M	4	web/lib/class-profiles.ts|web/components/ClassProfilePicker.tsx	Each class has its own roster and lessons
230	10	Year group and class as real fields	S	1	web/lib/pupil-year-class.ts|web/lib/pupil-year-class.test.ts	Structured fields on StudentRecord rather than name conventions
231	10	Flight hours per pupil	S	1	web/lib/pupil-flight-hours.ts|web/lib/pupil-flight-hours.test.ts|web/components/PupilFlightHours.tsx|web/components/PupilFlightHours.test.tsx	Accumulated airborne time per pupil across closed lessons
232	10	First-flight date remembered	XS	1	web/lib/pupil-first-flight.ts|web/lib/pupil-first-flight.test.ts	The earliest lesson a pupil appears in, shown on their row
233	10	Pupil confidence self-rating	M	4	web/lib/pupil-confidence.ts|web/components/PupilConfidenceField.tsx	A pupil-entered rating stored with the lesson
234	10	Peer feedback captured	M	4	web/lib/peer-feedback.ts|web/components/PeerFeedbackField.tsx	One pupil's note about another, moderated by the Teacher
235	10	Pupil-facing progress card for the wall	M	4	web/app/(app)/walls/progress/page.tsx|web/components/walls/ProgressWall.tsx	Progress shown to the class without exposing sensitive notes
236	10	Certificate printed on a milestone	M	4	web/components/MilestoneCertificate.tsx	One page, printable, named
237	10	Accommodation note field	S	1	web/lib/pupil-accommodation.ts|web/lib/pupil-accommodation.test.ts|web/components/PupilAccommodationField.tsx|web/components/PupilAccommodationField.test.tsx	A support note per pupil, never shown on a wall
238	10	Sensitive notes handled differently	M	4	web/lib/sensitive-notes.ts	Marked notes are excluded from walls, prints and exports
239	10	Leaver archive	M	4	web/lib/pupil-archive.ts|web/components/PupilArchivePanel.tsx	A pupil can be archived without deleting their history
240	10	Delete one pupil completely	S	1	web/lib/pupil-delete.ts|web/lib/pupil-delete.test.ts|web/components/PupilDeleteControl.tsx|web/components/PupilDeleteControl.test.tsx	Removes the pupil and their identifiable rows after a confirm naming what goes
241	10	First-name-only display on walls	XS	1	web/lib/wall-name-display.ts|web/lib/wall-name-display.test.ts	Walls show first names only when the preference is set
242	10	Configurable pupil id scheme	S	4	web/lib/pupil-id-scheme.ts	The id format a school already uses can be adopted
243	11	Battery register with cycles age and retire-by	M	4	web/lib/battery-register.ts|web/components/BatteryRegisterPanel.tsx	One row per pack with its history
244	11	Cycles counted automatically from lesson use	M	4	web/lib/battery-cycles.ts	A charge-and-use pair increments the count
245	11	Spares consumption log	S	1	web/lib/spares-log.ts|web/lib/spares-log.test.ts|web/components/SparesLog.tsx|web/components/SparesLog.test.tsx	Props and guards used are recorded with a date and a craft
246	11	Service due list	M	4	web/lib/service-due.ts|web/components/ServiceDueList.tsx	Craft due for service, soonest first
247	11	Asset QR tags	M	4	web/lib/asset-qr.ts|web/components/AssetQrSheet.tsx	Printable tags that open the craft page on scan
248	11	Check-out and check-in	M	4	web/lib/craft-checkout.ts|web/components/CraftCheckoutPanel.tsx	Craft leaving the room are logged out and back
249	11	Repair log with photos	M	4	web/lib/repair-log.ts|web/components/RepairLog.tsx	Each repair carries a date, a description and an optional photo
250	11	Pre-term fleet audit checklist	S	1	web/lib/fleet-audit.ts|web/lib/fleet-audit.test.ts|web/components/FleetAuditChecklist.tsx|web/components/FleetAuditChecklist.test.tsx	One pass over every craft, recorded with a date
251	11	Supplier and warranty fields	S	1	web/lib/craft-warranty.ts|web/lib/craft-warranty.test.ts|web/components/CraftWarrantyFields.tsx|web/components/CraftWarrantyFields.test.tsx	Supplier, purchase date and warranty end on the Trainer Drone record
252	11	Deepen the spare inventory past its stub	S	1	web/components/SpareInventory.tsx|web/components/SpareInventory.test.tsx|web/lib/spare-inventory.ts|web/lib/spare-inventory.test.ts	Names which craft are spare and why, rather than a bare count
253	11	Retire a craft properly	S	1	web/lib/craft-retire.ts|web/lib/craft-retire.test.ts|web/components/CraftRetireControl.tsx|web/components/CraftRetireControl.test.tsx	A retired craft leaves the board but keeps its history
254	11	Firmware version per craft	S	4	web/lib/craft-firmware.ts	A recorded version, editable, shown on the craft page
255	11	Propeller change reminder by hours	M	4	web/lib/propeller-reminder.ts	Reminds after the configured airborne hours
256	11	Motor hours per craft	M	4	web/lib/motor-hours.ts	Hours accumulated per craft from lesson records
257	11	Fault pattern detection	M	4	web/lib/fault-patterns.ts|web/components/FaultPatternNotice.tsx	Names a recurring shape such as faults on take-off
258	11	Predicted next failure	L	4	web/lib/failure-forecast.ts	States a prediction only when the record supports one
259	11	Battery health from the charge curve	M	4	web/lib/battery-health.ts	Health inferred from observed charge behaviour only
260	11	Battery swaps logged during a lesson	S	1	web/lib/battery-swap-log.ts|web/lib/battery-swap-log.test.ts|web/components/BatterySwapLog.tsx|web/components/BatterySwapLog.test.tsx	Each swap recorded against the craft and the lesson
261	11	Charger inventory	S	4	web/lib/charger-inventory.ts	How many chargers and where they are
262	11	Rename a craft	XS	1	web/lib/craft-rename.ts|web/lib/craft-rename.test.ts|web/components/CraftRenameControl.tsx|web/components/CraftRenameControl.test.tsx	A local display name overrides the telemetry name without changing it
263	11	Photo of each craft	S	4	web/lib/craft-photo.ts|web/components/CraftPhoto.tsx	One photo per craft, stored locally
264	11	Purchase date and age	XS	1	web/lib/craft-age.ts|web/lib/craft-age.test.ts	Age in months derived from a recorded purchase date
265	11	Replacement budget planner	M	4	web/lib/replacement-budget.ts|web/components/ReplacementBudget.tsx	What needs replacing this year and the rough cost
266	11	Borrow a craft from another room	M	4	web/lib/craft-loan.ts|web/components/CraftLoanPanel.tsx	A loaned craft is marked and returns on a date
267	11	Fleet value summary	S	4	web/lib/fleet-value.ts	Total from recorded purchase prices
268	11	Export for insurance	S	4	web/lib/insurance-export.ts	Serials, dates and values in one file
269	12	Wall rotation carousel	M	4	web/lib/wall-rotation.ts|web/components/walls/WallCarousel.tsx	Cycles chosen walls on a timer, pausable
270	12	Wall builder	L	4	web/lib/wall-builder.ts|web/components/walls/WallBuilder.tsx	Tiles chosen and saved as a custom wall
271	12	Countdown wall for the period	S	1	web/app/(app)/walls/countdown/page.tsx|web/components/walls/CountdownWall.tsx|web/components/walls/CountdownWall.test.tsx	Time left in the period, legible across a room
272	12	Clean-landing leaderboard	M	4	web/app/(app)/walls/leaderboard/page.tsx|web/components/walls/LeaderboardWall.tsx	Ranks by clean landings, never by fault count
273	12	Your drone wall facing the pupils	M	4	web/app/(app)/walls/your-drone/page.tsx|web/components/walls/YourDroneWall.tsx	Pupil to craft, pupil-facing, no sensitive fields
274	12	Per-room wall presets	S	1	web/lib/wall-presets.ts|web/lib/wall-presets.test.ts|web/components/walls/WallPresetPicker.tsx|web/components/walls/WallPresetPicker.test.tsx	The wall chosen for a room is recalled on that laptop
275	12	Pop-out window for a second screen	M	4	web/lib/wall-popout.ts|web/components/walls/WallPopoutButton.tsx	Opens a wall in its own window
276	12	Projector brightness and contrast profile	S	1	web/lib/projector-profile.ts|web/lib/projector-profile.test.ts|web/components/walls/ProjectorProfileToggle.tsx|web/components/walls/ProjectorProfileToggle.test.tsx	A higher-contrast token set for washed-out projectors, semantic layer only
277	12	Wall font size control	XS	1	web/lib/wall-font-scale.ts|web/lib/wall-font-scale.test.ts|web/components/walls/WallFontScale.tsx|web/components/walls/WallFontScale.test.tsx	Scales wall type in rem, persisted per room (ADR-0008)
278	12	Chrome auto-hides on a wall	XS	1	web/lib/wall-chrome.ts|web/lib/wall-chrome.test.ts|web/components/walls/WallChromeAutoHide.tsx|web/components/walls/WallChromeAutoHide.test.tsx	Header and nav fade after inactivity and return on movement
279	12	QR on the wall to open the board on a phone	S	4	web/components/walls/WallQrCode.tsx	Encodes the board URL, display only
280	12	Post a message to the room	S	1	web/lib/wall-message.ts|web/lib/wall-message.test.ts|web/components/walls/WallMessage.tsx|web/components/walls/WallMessage.test.tsx	A short message shown large on every wall until cleared
281	12	Wall emergency mode	S	1	web/app/(app)/walls/emergency/page.tsx|web/components/walls/EmergencyWall.tsx|web/components/walls/EmergencyWall.test.tsx	Enormous LAND NOW, readable from anywhere in the room
282	12	Clock and period name on every wall	XS	1	web/components/walls/WallClock.tsx|web/components/walls/WallClock.test.tsx	Time and the running lesson label on each wall
283	12	Attendance on the wall	S	4	web/components/walls/AttendanceWall.tsx	Present count, no names when the preference says first names only
284	12	Exercise instructions on the wall	S	1	web/app/(app)/walls/exercise/page.tsx|web/components/walls/ExerciseWall.tsx|web/components/walls/ExerciseWall.test.tsx	The current exercise shown large with its intended duration
285	12	Safety rules rotating between periods	S	4	web/components/walls/SafetyRulesWall.tsx	A fixed set of rules cycling slowly
286	12	The wall celebrates a milestone	M	4	web/components/walls/MilestoneWall.tsx	Announces a milestone when one is reached, respecting reduced motion
287	12	Honest offline notice on the wall	S	1	web/components/walls/WallOfflineNotice.tsx|web/components/walls/WallOfflineNotice.test.tsx	States that the picture is stale and how old it is, never showing stale data as live
288	12	Screensaver between periods	S	4	web/components/walls/WallScreensaver.tsx	A quiet surface when no lesson is running
289	13	Risk assessment prefilled from the fleet	M	4	web/lib/risk-assessment.ts|web/components/RiskAssessmentDoc.tsx	A printable document with fleet facts already filled in
290	13	Incident report in the school's format	M	4	web/lib/school-incident-format.ts	Fields mapped to a configurable layout
291	13	Camera policy stated in plain words	S	1	web/components/CameraPolicyNote.tsx|web/components/CameraPolicyNote.test.tsx	States what is recorded, where it is kept and who can see it
292	13	Consent register per pupil	M	4	web/lib/consent-register.ts|web/components/ConsentRegister.tsx	One row per pupil with consent state and date
293	13	Deepen the data-location note	S	1	web/components/LogbookLocationNote.tsx|web/components/LogbookLocationNote.test.tsx	Says exactly which store holds what, and what leaves the laptop
294	13	Retention and deletion policy page	S	1	web/app/(app)/settings/policy/page.tsx|web/components/DataPolicyScreen.tsx|web/components/DataPolicyScreen.test.tsx	One page a school can read and act on
295	13	Audit log of what was done on this laptop	M	4	web/lib/audit-log.ts|web/components/AuditLogPanel.tsx	Local only; records actions, not keystrokes
296	13	Evidence pack for an inspection	M	4	web/lib/evidence-pack.ts	One download gathering plans, reports and maintenance
297	13	Curriculum mapped to standards	L	4	web/lib/curriculum-map.ts|web/components/CurriculumMap.tsx	Exercises linked to named standards
298	13	Assessment evidence per pupil	M	4	web/lib/assessment-evidence.ts	Evidence rows tied to a pupil and a skill
299	13	Accident book export	S	4	web/lib/accident-book.ts	Injuries and incidents in a single printable list
300	13	Maintenance evidence for insurance	S	4	web/lib/maintenance-evidence.ts	Service and repair history in one file
301	13	Pre-flight checklist kept as evidence	S	4	web/lib/preflight-evidence.ts	Each completed checklist is retained with its date
302	13	Indoor flight policy note	XS	1	web/components/IndoorPolicyNote.tsx|web/components/IndoorPolicyNote.test.tsx	States the indoor-only teaching position in plain words
303	13	Teacher competence record	S	4	web/lib/teacher-competence.ts	Who is signed off to run a lesson, and when
304	13	Annual review report	M	4	web/lib/annual-review.ts|web/components/AnnualReview.tsx	A year of lessons, incidents and maintenance in one document
305	14	Cover-teacher run sheet	M	4	web/lib/cover-run-sheet.ts|web/components/CoverRunSheet.tsx	Read-only, printable, enough to run the lesson without training
306	14	Handover note between two teachers	S	1	web/lib/handover-note.ts|web/lib/handover-note.test.ts|web/components/HandoverNote.tsx|web/components/HandoverNote.test.tsx	A note written by one Teacher and surfaced to the next
307	14	Head of department view across classes	L	4	web/lib/department-view.ts|web/components/DepartmentScreen.tsx	Every class on the laptop summarised together
308	14	Read-only link for a colleague	M	4	web/lib/readonly-share.ts	A snapshot that carries no Commands
309	14	How to run this lesson printed sheet	S	1	web/components/LessonRunSheetPrint.tsx|web/components/LessonRunSheetPrint.test.tsx	One page a substitute can follow, paper tokens under @media print
310	14	Second laptop mirroring the board read-only	L	4	web/lib/board-mirror.ts	A second screen follows without being able to command
311	14	Import another teacher's lesson plan	M	4	web/lib/lesson-plan-import.ts	Validates before writing; a bad file changes nothing
312	14	Department-wide lesson library	L	4	web/lib/lesson-library.ts|web/components/LessonLibrary.tsx	Plans shared between teachers on the same laptop
313	14	Export a classroom setup for another room	M	4	web/lib/classroom-export.ts	Room box, pads and wall presets in one file
314	14	End-of-term handover checklist	S	4	web/lib/term-handover.ts|web/components/TermHandoverChecklist.tsx	What to pass on, tickable
315	14	Parent-facing summary	M	4	web/lib/parent-summary.ts|web/components/ParentSummary.tsx	What a pupil did this term, with nothing sensitive
316	14	Trainee-teacher mode with extra guidance	M	4	web/lib/trainee-mode.ts	Extra explanation shown on every control, opt-in
317	15	Export and import the whole Logbook	M	3	web/lib/logbook-transfer.ts|web/lib/logbook-transfer.test.ts|web/components/LogbookTransferPanel.tsx|web/components/LogbookTransferPanel.test.tsx	Export downloads the whole Logbook; import validates the shape and confirms counts before replacing anything, and a malformed file changes nothing
318	15	Automatic local backups	M	4	web/lib/logbook-backup.ts|web/components/BackupPanel.tsx	Seven daily snapshots kept locally and restorable
319	15	First-run setup wizard	M	4	web/lib/setup-wizard.ts|web/components/SetupWizard.tsx	Room, fleet and roster in one guided pass
320	15	Diagnostics page	M	4	web/app/(app)/settings/diagnostics/page.tsx|web/components/DiagnosticsScreen.tsx	Link, storage, camera and model each reporting honestly
321	15	Restore from the cloud copy	M	4	web/lib/logbook-restore.ts|web/components/CloudRestorePanel.tsx	Pulls the synced snapshot onto a fresh laptop after a confirm
322	15	Several classroom profiles on one laptop	L	4	web/lib/classroom-profiles.ts|web/components/ProfilePicker.tsx	Each profile has its own Logbook key
323	15	Onboarding tour for a new teacher	M	4	web/lib/onboarding-tour.ts|web/components/OnboardingTour.tsx	Skippable, never blocking, remembers it was seen
324	15	Support bundle	S	1	web/lib/support-bundle.ts|web/lib/support-bundle.test.ts|web/components/SupportBundleButton.tsx|web/components/SupportBundleButton.test.tsx	One download with versions, settings and recent errors, and no pupil names
325	15	Notice when a newer board is available	S	4	web/lib/version-check.ts|web/components/UpdateNotice.tsx	Compares the built version with a published one
326	15	Version shown in Settings	XS	1	web/lib/build-version.ts|web/lib/build-version.test.ts|web/components/VersionLine.tsx|web/components/VersionLine.test.tsx	The build version and date on the Settings screen
327	15	Storage usage meter	S	1	web/lib/storage-usage.ts|web/lib/storage-usage.test.ts|web/components/StorageUsageMeter.tsx|web/components/StorageUsageMeter.test.tsx	How much of the browser quota the board is using, per store
328	15	Delete one lesson rather than everything	S	1	web/lib/lesson-delete.ts|web/lib/lesson-delete.test.ts|web/components/LessonDeleteControl.tsx|web/components/LessonDeleteControl.test.tsx	One record removed after a confirm naming it; nothing else changes
329	15	Desktop shortcut and auto-open from the launcher	S	4	scripts/launcher-shortcut.mjs	The batch launcher can create a desktop shortcut
330	15	Start on boot for a fixed classroom machine	M	4	scripts/start-on-boot.mjs	Documented opt-in for a permanent classroom laptop
331	16	Empty stale and disconnected sweep	M	4	web/components/screen-states.test.tsx	Every screen covered for no state, stale telemetry and lost connection
332	16	Keyboard shortcuts and a sheet listing them	S	1	web/lib/keyboard-shortcuts.ts|web/lib/keyboard-shortcuts.test.ts|web/components/ShortcutSheet.tsx|web/components/ShortcutSheet.test.tsx	Shortcuts registered once and discoverable; nothing shadows browser defaults
333	16	Screen-reader pass over Control and the Scope	M	4	web/components/a11y-control.test.tsx	Live regions announce what changed, not everything
334	16	High-contrast variant	M	4	web/lib/high-contrast.ts	A semantic token override, not a second stylesheet
335	16	Offline banner and a service worker	L	4	web/lib/offline-state.ts|web/public/sw.js	A Wi-Fi drop leaves the board usable and honest about its age
336	16	Reduced-data mode	M	4	web/lib/reduced-data.ts|web/components/ReducedDataToggle.tsx	Camera and model work is dropped first, and says so
337	16	Focus-visible audit and dialog tab order	S	1	web/components/focus-order.test.tsx|web/lib/focus-trap.ts|web/lib/focus-trap.test.ts	Every dialog traps focus and returns it; focus is always visible
338	16	Remember the display-scale preference	XS	1	web/lib/display-scale.ts|web/lib/display-scale.test.ts	The chosen scale survives a reload
339	16	Glare mode for a sunlit classroom	S	1	web/lib/glare-mode.ts|web/lib/glare-mode.test.ts|web/components/GlareModeToggle.tsx|web/components/GlareModeToggle.test.tsx	Raises contrast through the semantic layer only, never per-component colours
340	16	Reach-friendly layout for the hand you use	M	4	web/lib/reach-side.ts	Primary controls move to the chosen side
341	17	CommandableSource over MAVLink	L	4	fleet-adapters/src/mavlink-commandable.ts|docs/adr/0019-commands-reach-hardware.md	The ADR-0011 revision, written before the code, with Stop meaning land now
342	17	ArduPilot SITL development loop documented	M	4	docs/mavlink-sitl.md	A developer can run the loop from the document alone
343	17	Arming and mode safety semantics written down	M	4	docs/adr/0020-arming-and-modes.md	States what the board may and may not do to an armed craft
344	17	Link quality on the strip	S	4	web/components/LinkQualityLine.tsx	Signal strength shown with its age, never as a bare bar
345	17	Which positioning source is trusted	S	4	web/components/PositionSourceLine.tsx	Names the source so a Teacher knows what the coordinates mean
346	17	Telemetry rate control	M	4	fleet-adapters/src/telemetry-rate.ts	Request rate configurable per link
347	17	Multi-vehicle MAVLink routing	L	4	fleet-adapters/src/mavlink-routing.ts	Several craft on one link, addressed correctly
348	17	Radio setup wizard in Settings	M	4	web/components/RadioSetupWizard.tsx	Plain-words setup for the Radio fleet choice
349	17	Hardware fault codes translated into Teacher words	M	4	fleet-adapters/src/fault-translation.ts	Every code maps to an instruction, never a number
350	17	Real Stop proven against SITL	M	4	fleet-adapters/src/mavlink-stop.test.ts	An automated test showing Stop lands a SITL craft before any hardware is trusted
